smiles,solvent,ex (nm)
Cc1ccc(N=Nc2c(N)nn3c(-c4ccccc4)ccnc23)cc1,C1CCCCC1,420.0
CCC1=C(C)C2=C(c3cccc(-c4cccc(-c5cccc(C)n5)n4)n3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C(Cl)Cl,529.0
NC/C(=C\c1ccc(-c2ccc3c(c2)CCc2cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc2N3CCCCCCOc2ccc(C(=O)O)cc2)s1)C(=O)O,C(Cl)Cl,458.0
CC1=C(I)C(C)=[N+]2C1=C(c1ccc(Br)s1)c1c(C)c(I)c(C)n1[B-]2(F)F,C1CCOC1,553.0
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc(CCCCCC)c(-c4ncc(-c5sc(-c6ccc(/C=C(\CN)C(=O)O)cc6)cc5CCCCCC)c5nsnc45)s3)cc2)cc1,C(Cl)Cl,563.0
CCC1=C(C)C2=C(CN3CCOCCOCCOCCOCC3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC#N,534.0
COC(=O)c1nc(-c2ccccc2)oc1C,CC#N,267.0
CNc1ncnc2cc(-c3ccc(N(C)C)cc3)n3nc(-c4ccc(N(C)C)cc4)cc3c12,CN(C)C=O,348.0
CC1=C(C)C(C)=[N+]2C1=Cc1cccn1[B-]2(F)F,CC1=CC=CC=C1,512.0
CCOC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CO,441.0
O=c1c2cc(F)c(O)cc2n(Cc2ccccc2)c2cc(O)c(F)cc12,CCO,381.0
NN=NCc1ccccc1C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCO,501.0
Nc1ccc2c(c1)Cc1ccccc1-2,CCOCC,318.0
CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,CO,397.0
CCCCCCCCN1c2ccc(C=O)cc2Sc2cc(CCc3ccc(OC)cc3)ccc21,CC#N,380.0
CC1=CC(C)=[N+]2C1=C(c1c(C)cccc1C)c1c(C)cc(C)n1[B-]2(F)F,C(Cl)Cl,503.0
CCCCCCCCCCCC[C@@]1(CCCCCCCCCC)C(/C=C2/C(=O)C(/C=C3\N(C)c4ccc(C(=O)O)cc4C3(C)C)=C2[O-])=[N+](CCCCCC)c2ccccc21,C(Cl)Cl,643.0
O=Cc1ccc(-c2ccc(C3=CCCCC3)s2)s1,CCO,389.0
CCn1nc(-c2ccc(C)cc2)c2ccc3[o+]c(-c4ccc(C)cc4)c4ccc1c2c34,C(Cl)(Cl)Cl,509.0
COc1ccc(-c2nc(O)c(-c3ccccc3O)s2)cc1,C1COCCO1,357.0
c1csc(-c2ccc(N=Nc3nc4ccccc4s3)n2-c2cccc3ccccc23)c1,CS(=O)C,528.0
Oc1ccc(N=Nn2cc(S)nn2)c2cccnc12,CO,496.0
F[B-]1(F)n2c(Br)c(Br)c(Br)c2C(Cl)=C2C(Br)=C(Br)C(Br)=[N+]21,C(Cl)Cl,556.0
CC(C)(C)NC(=O)c1ccc2ccc3cccc4c3c2c1c1c2ccccc2c2ccccc2c41,C(Cl)Cl,392.0
c1ccc2c(-c3cc(-c4nccs4)nc(-c4nccs4)c3)c3ccccc3cc2c1,CO,382.0
S=P1(c2ccccc2)C(c2ccccc2)=Cc2cc3ccccc3cc21,C(Cl)Cl,387.0
Cc1ccc(C(=O)/C=C2\C(=O)Nc3ccccc32)cc1,C1COCCO1,334.0
CCOC(=O)c1ccc(C(=O)OCC)nc1,CC#N,513.0
CCCCCCc1cc2c(s1)-c1cc3c(cc1NB2c1ccccc1)-c1sc(CCCCCC)cc1B(c1ccccc1)N3,C(Cl)Cl,412.0
c1ccc(N(c2ccccc2)c2ccc([P+](c3ccccc3)(c3ccccc3)c3ccccc3)c3ccccc23)cc1,O,394.0
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,C(Cl)(Cl)(Cl)Cl,466.0
c1ccc(-c2nc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)n3ccccc23)cc1,O,360.0
Cc1c(C)n2c(COC(=O)c3ccccc3I)c(C)c(=O)n2c1=O,CCO,377.0
Nc1ccc(-c2ccc(N)cc2)cc1,C(Cl)Cl,286.0
CCCCN1C(=O)c2cccc3c([O-])c(/C=C/c4sc5ccccc5[n+]4CC)cc(c23)C1=O,C1CCOC1,587.0
Clc1ccc(C2CC([c-]3cccc3)=NN2c2ccc(Cl)nn2)c(Cl)c1,C(Cl)(Cl)Cl,324.0
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,509.0
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc(F)cc3C(F)(F)F)cc2)cc1,CS(=O)C,431.0
CCN1c2ccc(/C=N/Nc3ccccn3)cc2Sc2cc(-c3cccc4ccccc34)ccc21,CS(=O)C,383.0
Cn1c(=O)c(/N=N/c2ccc(S(=O)(=O)O)c3ccccc23)c(O)c2ccccc21,CC(=O)C,465.0
O=S(=O)(c1cccc(N2c3ccccc3Oc3ccccc32)c1)c1cccc(N2c3ccccc3Oc3ccccc32)c1,CC1=CC=CC=C1,308.0
NC/C(=C\c1ccccc1)c1nc2ccccc2s1,CO,350.0
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc(-c4ccc(-c5ccc(/C=C(/CN)C(=O)O)s5)s4)s3)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,C(Cl)Cl,487.0
NCc1cc(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc1CN,C1CCOC1,368.0
CCN(CC)c1ccc(C(=C(c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)c2ccc(N(CC)CC)cc2)cc1,C1CCOC1,431.0
CCOC(=O)/C(=C/c1ccc(N2CCOCC2)cc1)n1nc2ccccc2n1,CO,372.0
COC(=O)c1cc2c3ccccc3n(C)c2c(Cn2c(-c3nc(C(=O)OC)cc4c5ccccc5n(C)c34)nc3ccccc32)n1,C(Cl)(Cl)Cl,354.0
CC1(C)Oc2c(c3nc4ccccc4nc3c3ccccc23)CC1Br,CCCCCC,422.0
C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1,C1COCCO1,413.0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CO,348.0
CCn1c2ccccc2c2c3nsnc3c3c4ccccc4n(CC)c3c21,CC1=CC=CC=C1,420.0
COc1cc(OC)cc(-c2ccc(-c3ccc(CN)s3)s2)c1,C(Cl)Cl,366.0
O=C1CC(c2cccc([N+](=O)[O-])c2)c2c(c3ccccc3c3nc4ccccc4nc23)O1,CCOC(=O)C,409.0
CCOC(=O)C(C(=O)OCC)C1=[N+]2C(=C(c3ccc(C)cc3)c3ccc(C(C(=O)OCC)C(=O)OCC)n3[B-]2(F)F)C=C1,CCOC(=O)C,510.0
CC1=CC(/C=C/c2ccc(OCCCN=[N+]=[N-])cc2)=[N+]2C1=C(c1ccc(N3CCCCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CO,570.0
CCN(CC)c1ccc2cc(/C=C(\CN)c3nc4ccccc4s3)c(=O)oc2c1,CC1=CC=CC=C1,501.0
CN(C)c1ccc(CCc2ccc3ccc4c(CCc5ccc(N(C)C)cc5)ccc5ccc2c3c54)cc1,CCOC(=O)C,431.0
Cc1cccn2c1cc1c3ccccc3nc(-c3ccco3)c12,CS(=O)C,400.0
CN(C)c1ccc(/C=C/c2cc[n+](CCCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,O,457.0
CC(C)(C)c1ccc(-c2ncc3cccc(-c4ccccc4)n23)cc1,C(Cl)Cl,339.0
COc1ccc(-c2c(-c3ccc(OC)cc3)c3c4c(cccc4c2-c2ccccc2)C(=O)c2ccccc2-3)cc1,CC#N,402.0
c1ccc(-c2nc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cn3)oc2-c2ccccc2)cc1,C1CCCCC1,338.0
CC1CCC(=CSC=Cc2ccc(C=CSC=C3CCC(C)CC3)cc2)CC1,C(Cl)Cl,350.0
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CCCCCC,355.0
Clc1ccc(-c2cc3c(-c4ccc(Cl)cc4)cc[n+]4cccc(o2)c34)cc1,C(Cl)Cl,396.0
Cc1cccc2nc3c(=O)[nH]c(=O)[nH]c3nc12,O,386.0
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,CCOCC,399.0
Cc1ccc(N2c3ccc(-c4ccc(-c5ccc(/C=C(/CN)C(=O)O)s5)c5nsnc45)cc3C3CCCC32)cc1,C(Cl)Cl,546.0
CCN(CCCN(C)C)c1ccc2c(-c3cc(C)cc(C)c3)c3ccc(=[NH2+])cc-3oc2c1,O,525.0
CCCCOc1c(-c2ccc(C=O)cc2)cc2cc(-c3ccc(C=O)cc3)c(OCCCC)c3c4c(OCCCC)c(-c5ccc(C=O)cc5)cc5cc(-c6ccc(C=O)cc6)c(OCCCC)c(c1c23)c54,C(Cl)Cl,452.0
COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)C)cc3)nc2c1)NC(=O)OC(C)(C)C,C1CCCCC1,343.0
CCCCNc1ccc2n1[B-](F)(F)[N+]1=C(C)C=C(C)C1=C2C,CC1=CC=CC=C1,522.0
C[n+]1c(/C=C2/C=C(/C=C/c3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccccc21,CC(=O)C,552.0
C1=Cc2ccccc2C(=Cc2ccc(C=C3c4ccccc4-c4ccccc43)cc2)c2ccccc21,C1CCOC1,360.0
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CC#N,679.0
CC1(C)c2ccccc2-c2ccc(N(/C3=c4\cc/c5n4[Zn]n4c(ccc4/C(c4ccccc4)=C4/C=CC3=N4)/C(c3ccc(/C=C(/CN)C(=O)O)cc3)=C3/C=CC(=N3)/C=5c3ccccc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,C1CCOC1,623.0
Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,C(Cl)Cl,465.0
CCOC(=O)c1cc2cc(C(C)=O)cn2cc1-c1ccc(OC)cc1,C(Cl)Cl,266.0
CCCCN(CCCC)c1ccc2c(-c3ccc(F)cc3)c3ccc(=[NH2+])cc-3oc2c1,O,540.0
CC1=CC(C)=[N+]2C1=C(C)c1ccc(-c3ccco3)n1[B-]2(F)F,CO,545.0
CCn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4c(c3)c3cc(C(=O)/C=C/c5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,C(Cl)(Cl)(Cl)Cl,379.0
Fc1ccc2sc3nc(-c4ccccc4)sc3c2c1,CS(=O)C,345.0
CSC1=C2C=C(Br)C(C)=[N+]2[B-](F)(F)n2c1cc(Br)c2C,CC#N,527.0
COc1ccc(OCc2nnc(-c3ccn4c(C)nc(Cl)c4c3)o2)cc1,CC#N,375.0
CCCCCCOc1ccc(CCc2ccc(-c3ccc(-c4ccc(CCc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,C(Cl)(Cl)Cl,504.0
Cn1nc2ccccc2c1-c1cc2ccccc2s1,C(Cl)Cl,332.0
Cc1ccc(/C=C(\c2ccccc2)c2nc3ccccc3s2)cc1,C1CCCCC1,340.0
CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c(C)n3[B-](F)(F)[N+]2=C1/C=C/C=C1\C=Cc2ccccc2N1C,C(Cl)Cl,778.0
FC(F)(F)c1ccc(-c2pc3ccccc3s2)cc1,CC#N,331.0
CCC1=C(C)C2=C(c3ccc(N(c4ccc(C5=C6C(C)=C(CC)C(C)=[N+]6[B-](F)(F)n6c(C)c(CC)c(C)c65)cc4)c4ccc(-c5ccc(C(=O)O)cc5)cc4)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C(Cl)Cl,526.0
Cc1ccccc1C1=C2C=CC(=[N+](C)C)C=C2[Sn](C)(C)c2cc(N(C)C)ccc21,O,614.0
CN(C)c1ccc(C2=Nc3scc(-c4ccc([N+](=O)[O-])cc4)[n+]3[B-](F)(F)O2)cc1,CC#N,411.0
Nc1ccc2ccc([O-])cc2c1,O,342.0
CCOC(=O)c1c(-c2cc3ccccc3oc2=O)nn(-c2cccc(F)c2)c1C(=O)OCC,C(Cl)Cl,324.0
COc1ccc(-c2nc(C)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,CN(C)C=O,341.0
CCN(CC)c1ccc2cc(C3=NN(C=O)C(c4ccccc4)C3)c(=O)oc2c1,CC(=O)C,434.0
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1COCCO1,533.0
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc4c(=O)n5c6ccc(C(=O)O)cc6nc5c5cccc3c45)cc2)cc1,CC1=CC=CC=C1,443.0
CCN(CC)c1nc(-c2ccccc2)c(-c2ccc([N+](=O)[O-])o2)s1,CC1=CC=CC=C1,459.0
NCc1c(N2CCCC2)cc(-c2ccccc2)c2c1-c1ccccc1C2=O,C1CCOC1,392.0
COc1ccc(CCc2ccc(CCc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)cc2)cc1,CCO,333.0
CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,CN(C)C=O,528.0
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)c(Br)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2Br)cc1,C(Cl)Cl,679.0
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3sc(-c4ccc(N(c5ccc(OCCCCCC)cc5)c5ccc(OCCCCCC)cc5)cc4)c4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc2)cc1,CN(C)C=O,598.0
CCCCCCc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1ccc(/C=C(\CN)C(=O)O)s1,C(Cl)Cl,492.0
CC(=C(CCc1ccccc1)CCc1ccccc1)c1ccc(C(C)=C(CCc2ccccc2)CCc2ccccc2)cc1,C(Cl)(Cl)Cl,360.0
O=C(NN=Cc1ccccc1O)c1cc2ccccc2cc1O,CO,237.0
CN(C)c1ccc2nn(C)c(-c3ccc(C=O)o3)c2c1,C(Cl)Cl,420.0
C1=C(c2ccccc2)C=C(c2ccccc2)/C1=C/c1ccc2ccc3cccc4ccc1c2c34,C1CCOC1,422.0
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccccc2)cc1,CS(=O)C,364.0
CCCCCCOc1c2ccccc2c(OCCCCCC)c2cc(N(c3ccccc3)c3ccc4c(c3)Sc3cc(-c5ccc(/C=C(/CN)C(=O)O)s5)ccc3N4CCCCCC)ccc12,C1CCOC1,448.0
COc1ccc2c(c1)c1cc(OC)ccc1n2-c1cccc(-n2c3ccc(OC)cc3c3cc(OC)ccc32)c1CN,CC1=CC=CC=C1,391.0
Cc1cc(-c2c3ccc(=[NH2+])cc-3oc3cc(N4CCCCC4)ccc23)ccc1F,O,540.0
C[Si]1(C)O[Si](C)(C)c2cc3cc4c(cc3cc21)C(=O)c1cc2cc3c(cc2cc1C4=O)[Si](C)(C)O[Si]3(C)C,C(Cl)(Cl)Cl,417.0
Cc1cc(C)cc(-c2ccc(C(=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)CN)cc2)c1,C1CCCCC1,413.0
CN(C)c1ccc(CCc2cc(CCc3ccc(C(F)(F)F)cc3)c3ccc4c(CCc5ccc(N(C)C)cc5)cc(CCc5ccc(C(F)(F)F)cc5)c5ccc2c3c45)cc1,C(Cl)Cl,509.0
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,C(Cl)(Cl)Cl,410.0
O=[N+]([O-])c1ccco1,O,313.0
CN(C)c1cc(CN)c(N(C)C)c(CN)c1,C1CCOC1,390.0
CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],C(Cl)(Cl)Cl,342.0
CCCCN(CCCC)c1ccc2c(-c3cccc(CN4CCOCC4)c3)c3ccc(=[NH2+])cc-3oc2c1,O,535.0
CCCCCCOc1ccc(-c2cnc(-c3nnc(-c4ccc(OCCCCCC)cc4)o3)o2)cc1,C1CCOC1,319.0
CN(C)c1ccc2c(c1)C(C)(C)c1cc(C=O)ccc1-2,C(Cl)(Cl)Cl,391.0
CNc1ccc2c(c1)C(C)(C)C1=C/C(=[NH+]\C)C=CC1=C2c1cc(C(=O)O)ccc1C(=O)[O-],O,582.0
CCC1(CC)c2cc(Br)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(-c4cccs4)ccc2-3)C(CC)(CC)c2cc(Br)ccc2-1,C1CCOC1,336.0
Cc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,C1CCCCC1,530.0
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCCCCC,528.0
NC/C(=C\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)S(=O)(=O)O,C(Cl)Cl,422.0
CCCOc1ccc(/C=C/C=C/C=C/c2ccc([N+](=O)[O-])cc2)cc1,C(Cl)Cl,421.0
COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccc(N(C)C)cc4)cc(C)c32)cc1,C1COCCO1,602.0
COc1cc2cc(CCc3ccc([N+](=O)[O-])cc3)c(CCc3ccc([N+](=O)[O-])cc3)cc2cc1OC,C1CCOC1,361.0
CN(C)c1cccc(CN)c1,CC#N,341.0
CC1=NC(=Cc2ccc(N(C)C)cc2)C(=O)N1CCN1C(=O)C(=Cc2ccc(N(C)C)cc2)N=C1C,CO,436.0
CCCCCCCCOc1cccc(OCCCCCCCC)c1/C1=C2\C=CC(=N2)/C(CCc2ccc(/C=C(/O)C(=O)O)cc2)=c2/cc/c3n2[Zn]n2c1ccc2/C(N(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)=C1/C=CC(=N1)/C=3c1c(OCCCCCCCC)cccc1OCCCCCCCC,C1CCOC1,640.0
CN(C)c1ccc(C=CC=CC(O)=C2C(=O)c3ccccc3C2=O)cc1,CC#N,520.0
N=c1oc2ccccc2cc1-c1ccc([N+](=O)[O-])cc1,C(Cl)(Cl)Cl,352.0
CC(C)(C)c1ccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)cc1,C1CCCCC1,687.0
Cc1cc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)cc1Cl,C(Cl)Cl,399.0
CC1=CC(C)=[N+]2C1=C(c1ccc(Br)cc1)c1c(C)cc(C)n1[B-]2(F)F,CCO,501.0
CCC1(CC)c2cc(-c3ccc(/C=C(\CN)C(=O)O)s3)ccc2-c2ccc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(N(c6ccccc6)c6cccc7ccccc67)ccc4-5)s3)cc21,C1CCOC1,423.0
O=C(Nc1ccco1)c1ccc(-c2ccc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)s2)cc1,C1CCOC1,512.0
COc1ccc(-c2ncc3cccc(-c4ccc(C(C)=O)cc4)n23)cc1,C(Cl)Cl,366.0
CCC1=C(C)C2=Cc3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C(Cl)(Cl)Cl,534.0
CCOC(=O)/C(CN)=C(\C=C\c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(/CN)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,CC1=CC=CC=C1,490.0
O=P1(c2ccccc2)C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)=Cc2c3ccc4cccc5ccc(c6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)n1c26)c3c45,C1COCCO1,436.0
NNc1ccc2n1[B-](F)(F)[N+]1=C(Cl)C=CC1=C2c1ccccc1,CO,463.0
CCOC(=O)CCCCCCCCCCOc1cc(C)c(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)c(C)c1,C(Cl)Cl,511.0
CCOc1ccc(N(c2ccc(OCC)cc2)c2ccc(C(n3cccn3)n3cccn3)cc2)cc1,CN(C)C=O,300.0
CCCCCCCCN1c2ccc(C=O)cc2Sc2cc(CCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)ccc21,CS(=O)C,396.0
CCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\CN)C(=O)O)s3)ccc1-2,CCOC(=O)C,444.0
CCCCCCn1c2cc(-c3ccc(-n4c(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc4/C=C(\CN)C(=O)O)cc3)ccc2c2ccc(-c3ccc(-n4c(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc4/C=C(\CN)C(=O)O)cc3)cc21,C(Cl)Cl,425.0
CCC1=C(C)C2=C(c3c4ccccc4cc4ccccc34)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C(Cl)Cl,531.0
CCc1ccc(/C=N/c2cc(C(C)C)c(O)cc2C)cc1,C(Cl)(Cl)Cl,343.0
O=[N+]([O-])c1ccc(NCCN(Cc2c3ccccc3cc3ccccc23)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,C1CCOC1,372.0
CCN(CC)c1ccc(C=Cc2ccc(C=Cc3ccc(Br)cc3)cc2)cc1,CC1=CC=CC=C1,401.0
C(=C/c1cc[n+]2ccc(/C=C/c3cc[nH]c3)cc2c1)\c1cc[nH]c1,CO,457.0
Cc1cc(/C=C/c2cc(Br)ccc2O)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(=O)C,562.0
CCN(CC)c1ccc(/C=N/c2cc3nc4ccccc4nc3cc2/N=C/c2ccc(N(CC)CC)cc2O)c(O)c1,CN(C)C=O,488.0
COc1ccc(C(=O)Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)cc1,CS(=O)C,430.0
COc1ccc2c(c1)[n+]([O-])nc(N)[n+]2[O-],O,440.0
COc1ccc(-c2nc3ccccc3oc2=O)cc1,C1CCCCC1,372.0
Oc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,CS(=O)C,388.0
O=C(O)c1ccc(CC/C2=C3\C=CC(=N3)/C(c3ccccc3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2ccccc2)=C2/C=CC(=N2)/C=4)cc1O,C1CCOC1,616.0
CN(C)c1cc2c(cc1F)c(=O)c1cc(F)c(N(C)C)cc1n2C,CCO,384.0
OCCSc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CCCCCC,484.0
CCOC(=O)c1c(N2CC2)sc(/N=N/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1-c1ccccc1,CCO,586.0
NC/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)cc1)C(=O)O,C1CCOC1,427.0
O=P1(c2ccccc2)C(c2ccccc2)=Cc2cc3ccccc3cc21,C(Cl)Cl,387.0
Cc1ccc(-c2c3cc(Br)sc3c(-c3ccc(C)s3)c3cc(Br)sc23)s1,C(Cl)(Cl)Cl,348.0
COCCCNc1c(/N=N/c2ccccc2C(=O)OC)c(C)c(CN)c(=O)n1CCCOC(C)C,CCO,425.0
CCCN1C(=O)/C(=C/c2cc(OC(C)C)ccc2OC(C)C)N=C1C,CS(=O)C,401.0
O=C1Nc2ccccc2/C1=C/C(=O)c1ccc(O)cc1,O,338.0
NCC(CN)=C(/C=C/c1cc2c3c(c1)CCCN3CCC2)c1ccc2c3c(cccc13)CC2,CC(=O)C,535.0
CCCCCCCCCCCCOc1cc(C2=C3C(C)=C(CCC[N+](C)(C)C)C(C)=[N+]3[B-](F)(F)n3c(C)c(CCC[N+](C)(C)C)c(C)c32)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,CN(C)C=O,538.0
Cc1cc(C)c(C2=C3C=C(/C=C/C(=O)OC(C)(C)C)C=[N+]3[B-](F)(F)n3cccc32)c(C)c1,C(Cl)Cl,538.0
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(OC(=O)c4ccccc4)cc3OC(=O)c3ccccc3)nc2c1,CC#N,306.0
CC(=O)c1nc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)oc1C,CCOCC,326.0
CC(=O)c1ccn2c3c(c(-c4ccc(C)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,C(Cl)Cl,408.0
CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,554.0
CCCCCCc1ccc2c3c(ccc2c1)O[B-](F)(F)[N+](c1cc([N+]2=Cc4c(ccc5cc(CCCCCC)ccc45)O[B-]2(F)F)cc([N+]2=Cc4c(ccc5cc(CCCCCC)ccc45)O[B-]2(F)F)c1)=C3,CC#N,419.0
COC(=O)C(C)(C)C1Oc2ccc(C)cc2C(=O)/C1=C\NS(=O)(=O)c1ccc(C)cc1,CC#N,380.0
Cc1cc(C=C2Sc3ccccc3N2C)cc(C)[n+]1CCOCC[n+]1c(C)cc(C=C2Sc3ccccc3N2C)cc1C,CN(C)C=O,451.0
O=C(O)C=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,370.0
CCCCCCCCn1c(=O)c2ccc3c4c(-c5ccc6c(c5)c5ccccc5n6-c5ccccc5)cc5c(=O)n(CCCCCCCC)c(=O)c6cc(-c7ccc8c(c7)c7ccccc7n8-c7ccccc7)c(c7ccc(c1=O)c2c37)c4c56,C(Cl)(Cl)Cl,563.0
C[C@H](NC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21)c1ccccc1,CO,405.0
O=C(O)CCCC(=O)Nc1ccc2nc(-c3cc[n+](CCCS(=O)(=O)[O-])cc3)oc2c1,O,375.0
CCN(CC)c1ccc(C=C(CN)c2nc3ccc(C(=O)O)cc3[nH]2)cc1,CN(C)C=O,421.0
